,title,sub_title,brand,color_breif,fullPrice,currentPrice,country,availability,publish_date,created_date,discount_amount,asof_date
405,Nike Air Max SC,Men's Shoes,Nike Sportswear,White/Light Orewood Brown/Gum Light Brown/Picante Red,79.95,79.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-13T18:23:53.809Z,0.0,2023-04-16
406,Nike Air Trainer 1,Men's Shoes,Nike Sportswear,White/University Blue/Old Royal/White,114.95,114.95,GB,True,2022-11-21T08:00:00.000Z,2023-04-06T06:29:12.934Z,0.0,2023-04-16
407,Nike Kwondo 1 x PEACEMINUSONE,Shoes,NikeLab,White/Black/Black,164.95,164.95,GB,True,2023-04-06T09:36:00.000Z,2023-04-15T06:54:18.456Z,0.0,2023-04-16
408,Nike Alphafly 2,N,Nike,N,279.95,279.95,GB,True,2023-02-16T08:00:00.000Z,2023-04-06T06:12:30.821Z,0.0,2023-04-16
409,Nike Dunk High Retro,o,Nike Sportswear,o,109.95,109.95,GB,True,2023-01-10T08:00:00.000Z,2023-04-06T06:01:21.699Z,0.0,2023-04-16
410,Nike Air Max 95,t,Nike Sportswear,t,169.95,169.95,GB,True,2023-01-17T08:00:00.000Z,2023-04-13T12:11:30.775Z,0.0,2023-04-16
411,Nike Air Max Terrascape 90,_,Nike Sportswear,_,144.95,144.95,GB,True,2022-08-01T10:18:00.000Z,2023-04-13T14:50:22.756Z,0.0,2023-04-16
412,Jordan Series ES,f,Jordan,f,74.95,41.47,GB,True,2022-08-01T10:18:00.000Z,2023-04-10T02:34:10.444Z,33.480000000000004,2023-04-16
413,Jordan Max Aura 4,o,Jordan,o,114.95,114.95,GB,True,2022-06-22T07:00:00.000Z,2023-04-13T14:30:11.565Z,0.0,2023-04-16
414,Nike Waffle One Leather,u,Nike Sportswear,u,109.95,60.47,GB,True,2022-08-01T09:02:00.000Z,2023-04-10T15:36:58.445Z,49.480000000000004,2023-04-16
415,Air Jordan 1 Low,n,Jordan,n,109.95,109.95,GB,True,2022-06-22T07:00:00.000Z,2023-04-16T12:43:02.348Z,0.0,2023-04-16
416,Nike Flex Experience Run 11 Next Nature,d,Nike,d,64.95,64.95,GB,True,2022-08-01T07:00:00.000Z,2023-04-14T22:22:29.711Z,0.0,2023-04-16
417,Nike Blazer Mid '77 Vintage,Men's Shoes,Nike Sportswear,White/White/Black,99.95,59.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-12T14:42:15.080Z,39.980000000000004,2023-04-16
418,Nike Victori One,Men's Printed Slide,Nike Sportswear,Medium Olive/Sequoia/Black,32.95,29.97,GB,True,2022-12-19T08:00:00.000Z,2023-04-13T14:50:27.080Z,2.980000000000004,2023-04-16
419,NikeCourt Vapor Lite,Men's Hard Court Tennis Shoes,Nike,Black/White,64.95,64.95,GB,True,2021-05-06T22:00:00.000Z,2023-04-15T07:46:08.736Z,0.0,2023-04-16
420,Air Jordan 12 Low,Golf Shoes,Nike,White/White/Metallic Silver/Varsity Red,199.95,159.97,GB,True,2022-11-15T08:18:00.000Z,2023-04-13T13:42:24.710Z,39.97999999999999,2023-04-16
421,NikeCourt Zoom NXT,Men's Hard Court Tennis Shoes,Nike,Obsidian/Green Glow/White/Hyper Pink,134.95,134.95,GB,True,2022-11-11T08:00:00.000Z,2023-04-06T05:57:18.150Z,0.0,2023-04-16
422,Nike Zoom Mercurial Vapor 15 Elite SG-Pro Anti-Clog Traction,Soft-Ground Football Boot,Nike,Metallic Copper/Metallic Copper,244.95,244.95,GB,True,2022-11-07T08:00:00.000Z,2023-04-06T06:27:34.016Z,0.0,2023-04-16
423,Nike SB Chron 2,Skate Shoe,Nike,Summit White/Summit White/Sand Drift/Action Grape,64.95,64.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-16T02:52:07.303Z,0.0,2023-04-16
424,Nike Zoom Rival,Athletics Distance Spikes,Nike,Blue Chill/Bright Crimson/White/Black,69.95,62.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T10:14:21.170Z,6.980000000000004,2023-04-16
425,Nike Offcourt,Men's Slides,Nike Sportswear,Green Spark/Pine Green/Pro Green/White,39.95,31.97,GB,True,2022-10-27T07:00:00.000Z,2023-04-13T15:56:30.204Z,7.980000000000004,2023-04-16
426,Nike Air Max 90,Men's Shoes,Nike Sportswear,Wheatgrass/University Gold/Light Bone/Wheatgrass,144.95,144.95,GB,True,2022-10-14T19:10:00.000Z,2023-04-13T16:13:05.200Z,0.0,2023-04-16
427,Nike Romaleos 4 SE,Weightlifting Shoe,Nike,White/Bright Crimson/Pink Blast/Black,178.95,178.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-11T13:57:40.497Z,0.0,2023-04-16
428,Air Jordan 1 Retro High OG Craft,Men's Shoes,Jordan,Vivid Orange/Iced Lilac/True Blue/Black,169.95,169.95,GB,True,2023-03-23T12:38:00.000Z,2023-04-11T13:38:20.082Z,0.0,2023-04-16
429,Nike Air Huarache,Men's Shoes,Nike Sportswear,Black/Phantom/Khaki,114.95,68.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-06T22:22:50.934Z,45.980000000000004,2023-04-16
430,Nike ACG Air Mada,Men's Shoes,NikeLab,Light Menta/Electric Purple/Tour Yellow/Black,124.95,74.97,GB,True,2022-10-04T08:06:00.000Z,2023-04-06T22:26:35.525Z,49.980000000000004,2023-04-16
431,Nike React HyperSet LE,Indoor Court Shoes,Nike,White/Summit White/Gum Light Brown/Metallic Gold,117.95,117.95,GB,True,2023-01-10T08:00:00.000Z,2023-04-13T10:31:25.666Z,0.0,2023-04-16
432,Nike Legend Essential 2,Men's Training Shoe,Nike,Pure Platinum/White/Black,54.95,41.47,GB,True,2020-12-15T16:44:00.000Z,2023-04-15T05:11:30.379Z,13.480000000000004,2023-04-16
433,Nike Dunk High Retro,Men's Shoes,Nike Sportswear,Iron Grey/Opti Yellow/White/Gym Red,114.95,114.95,GB,True,2023-03-09T08:00:00.000Z,2023-04-06T06:54:15.872Z,0.0,2023-04-16
434,Nike Air Max 95,Men's Shoes,Nike Sportswear,White/Coconut Milk/Rough Green/Black,169.95,84.97,GB,True,2023-02-01T13:49:00.000Z,2023-04-06T06:47:13.610Z,84.97999999999999,2023-04-16
435,Nike Blazer Low '77 Premium,Men's Shoes,Nike Sportswear,White/White/University Red/Stadium Green,89.95,62.97,GB,True,2023-01-05T08:00:00.000Z,2023-04-06T06:29:34.177Z,26.980000000000004,2023-04-16
436,Nike Wildhorse 8,Men's Trail-Running Shoes,Nike,Black/Cool Grey/White/Wolf Grey,114.95,114.95,GB,True,2023-03-07T08:00:00.000Z,2023-04-16T10:15:59.503Z,0.0,2023-04-16
437,Zoom Freak 4 'Letter Bros',Basketball Shoes,Nike,Ironstone/Cobblestone/Sail/Orange Trance,114.95,80.47,GB,True,2022-11-01T08:00:00.000Z,2023-04-06T22:24:00.754Z,34.480000000000004,2023-04-16
438,Luka 1 'Next Nature',Men's Basketball Shoes,Jordan,Light Orewood Brown/Black/Barely Green/Light Menta,109.95,109.95,GB,True,2022-12-01T08:00:00.000Z,2023-04-13T15:37:35.472Z,0.0,2023-04-16
439,Nike Air Max 1 '86 Premium,Men's Shoes,Nike Sportswear,White/Light Neutral Grey/University Red,144.95,144.95,GB,True,2023-03-18T12:46:00.000Z,2023-04-16T09:22:14.273Z,0.0,2023-04-16
440,Nike Air Max 95 '3 Lions',Men's Shoes,Nike Sportswear,White/Challenge Red/Blue Void/White,169.95,169.95,GB,True,2022-11-04T08:00:00.000Z,2023-04-06T06:51:33.062Z,0.0,2023-04-16
441,"Nike Air Deldon ""Legacy""",Easy On/Off Basketball Shoes,Nike,Summit White/Pure Platinum/Indigo Storm,109.95,109.95,GB,True,2023-02-09T08:00:00.000Z,2023-04-06T06:06:00.702Z,0.0,2023-04-16
442,Nike Air Max 270,Men's Shoes,Nike Sportswear,Wolf Grey/Iron Grey/Black,144.95,144.95,GB,True,2023-01-12T09:00:00.000Z,2023-04-13T12:51:26.129Z,0.0,2023-04-16
443,Nike Air Max 97 SE,Men's Shoes,Nike Sportswear,Summit White/Safety Orange/Lemon Wash/Black,179.95,179.95,GB,True,2023-02-23T08:00:00.000Z,2023-04-06T06:31:46.552Z,0.0,2023-04-16
444,Nike Air Kukini SE,Men's Shoes,Nike Sportswear,Coast/Signal Blue/White/Black,124.95,56.47,GB,True,2022-09-29T09:09:00.000Z,2023-04-10T15:31:47.385Z,68.48,2023-04-16
445,Nike Air Penny 2 x Stüssy,Men's Shoes,NikeLab,Black/Black/White,179.95,179.95,GB,True,2022-12-12T15:09:00.000Z,2023-04-15T07:52:14.293Z,0.0,2023-04-16
446,Jordan Point Lane,Men's Shoes,Jordan,White/Light Smoke Grey/University Red/Hyper Royal,124.95,87.47,GB,True,2022-09-14T07:00:00.000Z,2023-04-12T11:27:34.800Z,37.480000000000004,2023-04-16
447,Nike Air Zoom Infinity Tour NEXT%,Men's Golf Shoes,Nike,Wolf Grey/Cool Grey/Black,159.95,119.97,GB,True,2023-01-05T08:00:00.000Z,2023-04-13T09:36:22.298Z,39.97999999999999,2023-04-16
448,Air Jordan 1 Zoom CMFT,Shoes,Jordan,Fossil Stone/Fossil Rose/Psychic Purple/White,144.95,144.95,GB,True,2022-07-11T08:55:00.000Z,2023-04-15T07:58:27.294Z,0.0,2023-04-16
449,ACG Air Deschutz+,Sandals,NikeLab,Midnight Navy/Thunder Blue/Rattan/Light Crimson,72.95,72.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T12:25:56.907Z,0.0,2023-04-16
450,Nike Air Zoom Infinity Tour NEXT%,Men's Golf Shoes,Nike,Phantom/White/Bright Crimson/Obsidian,159.95,159.95,GB,True,2023-03-23T08:00:00.000Z,2023-04-06T05:49:19.991Z,0.0,2023-04-16
451,Nike React Tiempo Legend 9 Pro TF,Turf Football Shoe,Nike,Black/Summit White/Light Photo Blue/Dark Smoke Grey,99.95,99.95,GB,True,2022-08-01T07:00:00.000Z,2023-04-14T05:25:25.299Z,0.0,2023-04-16
452,Nike Air Max AP,Men's Shoes,Nike Sportswear,Black/Anthracite/White/Volt,114.95,68.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-06T22:21:26.656Z,45.980000000000004,2023-04-16
453,Nike Air Max 97 Premium,Men's Shoes,Nike Sportswear,Medium Brown/Mushroom/Muslin/Pink Foam,169.95,169.95,GB,True,2022-08-19T07:44:00.000Z,2023-04-06T06:25:21.697Z,0.0,2023-04-16
454,Nike Pole Vault Elite,Athletics Jumping Spikes,Nike,White/Laser Orange/Hyper Pink/Black,119.95,119.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T05:32:00.577Z,0.0,2023-04-16
455,Air Jordan 1 Low,Men's Shoes,Jordan,Black/White/Gym Red,109.95,109.95,GB,True,2023-03-30T10:33:00.000Z,2023-04-16T12:43:16.557Z,0.0,2023-04-16
456,NikeCourt Vapor Lite 2,Men's Clay Tennis Shoes,Nike,Black/White,74.95,74.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-07T19:54:59.882Z,0.0,2023-04-16
457,Nike x Billie Eilish Air Force 1 High '07,Shoes,NikeLab,Sequoia/Sequoia/Sequoia,152.95,152.95,GB,True,2022-10-04T08:35:00.000Z,2023-04-06T06:08:15.250Z,0.0,2023-04-16
458,Zoom KD 3,Men's Shoes,Nike Sportswear,Challenge Red/Black/White,114.95,114.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-13T06:03:56.082Z,0.0,2023-04-16
459,Nike SB Ishod Wair Premium,Skate Shoes,Nike,Light Stone/Summit White/White/Khaki,89.95,89.95,GB,True,2023-02-01T08:17:00.000Z,2023-04-07T15:14:53.426Z,0.0,2023-04-16
460,Nike Flex Experience Run 11 Next Nature,Men's Road Running Shoes,Nike,Aviator Grey/Metallic Silver/Black,59.95,44.97,GB,True,2022-09-01T07:00:00.000Z,2023-04-14T22:22:14.266Z,14.980000000000004,2023-04-16
461,Nike Air Force 1 '07 LX,Men's Shoes,Nike Sportswear,White/Coconut Milk/Pale Vanilla,109.95,109.95,GB,True,2022-07-11T08:55:00.000Z,2023-04-15T07:52:15.592Z,0.0,2023-04-16
462,Nike Gripknit Phantom GX Elite Dynamic Fit AG-Pro,Artificial-Grass Football Boot,Nike,Baltic Blue/White/Laser Blue/Pink Blast,249.95,249.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T09:49:33.515Z,0.0,2023-04-16
463,Nike React Tiempo Legend 9 Pro TF,Turf Football Shoe,Nike,Rosewood/Glacier Blue/Rosewood/White,109.95,65.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-14T05:25:25.549Z,43.980000000000004,2023-04-16
464,Zion 2 x Naruto,Men's Basketball Shoes,Jordan,Black/Yellow Strike/Dark Purple Dust/Laser Blue,124.95,124.95,GB,True,2023-02-09T00:00:00.000Z,2023-04-06T06:50:37.748Z,0.0,2023-04-16
465,Nike Air Force 1 Mid '07 LX,Men's Shoes,Nike Sportswear,Limestone/Rattan/Summit White/Limestone,124.95,124.95,GB,True,2022-10-07T09:46:00.000Z,2023-04-06T06:34:49.621Z,0.0,2023-04-16
466,Nike Phantom GX Academy SG-Pro Anti-Clog Traction,Soft-Ground Football Boot,Nike,Baltic Blue/White/Laser Blue/Pink Blast,79.95,79.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:56:46.284Z,0.0,2023-04-16
467,Nike SB Ishod Wair Premium,Skate Shoes,Nike,White/White/Black/Black,99.95,99.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T22:09:10.043Z,0.0,2023-04-16
468,Nike Air Zoom Long Jump Elite,Athletics Jumping Spikes,Nike,White/Black/Black/Black,109.95,98.97,GB,True,2023-02-01T08:17:00.000Z,2023-04-06T06:00:21.161Z,10.980000000000004,2023-04-16
469,Nike Air Max 90 G,Golf Shoes,Nike,White/Black/Photon Dust/Game Royal,124.95,124.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-14T07:12:17.136Z,0.0,2023-04-16
470,Nike Air Max 90,Men's Shoes,Nike Sportswear,Court Purple/Lemon Drop/Wolf Grey/Black,124.95,124.95,GB,True,2021-11-30T08:00:00.000Z,2023-04-06T05:49:47.467Z,0.0,2023-04-16
471,Nike Air Max 1 '86 OG G,Men's Golf Shoes,Nike,White/Neutral Grey/Black/University Red,152.95,152.95,GB,True,2023-03-28T07:00:00.000Z,2023-04-06T06:30:15.457Z,0.0,2023-04-16
472,Nike Zoom Mercurial Vapor 15 Academy CR7 IC,Indoor Court Football Shoes,Nike,White/Concord/Medium Blue/Metallic Copper,79.95,79.95,GB,True,2023-02-01T13:49:00.000Z,2023-04-06T06:20:10.151Z,0.0,2023-04-16
473,Nike Court Vision Mid,Men's Shoes,Nike Sportswear,Black/White/University Red,74.95,52.47,GB,True,2022-12-16T08:00:00.000Z,2023-04-06T06:08:29.102Z,22.480000000000004,2023-04-16
474,Nike Court Vision Low,Men's Shoes,Nike Sportswear,Photon Dust/White/Racer Blue,69.95,69.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-06T11:13:17.890Z,0.0,2023-04-16
475,Nike React Infinity 3 By You,Custom Men's Road Running Shoes,NIKEiD,White/Black/White/Multi-Colour,179.95,179.95,GB,True,2023-03-13T16:00:00.000Z,2023-04-06T06:53:30.551Z,0.0,2023-04-16
476,Nike Moc Flow x UNDERCOVER,Men's Shoes,NikeLab,Ale Brown/Light Beige Chalk/Team Royal,144.95,144.95,GB,True,2023-03-29T16:17:00.000Z,2023-04-12T14:44:13.017Z,0.0,2023-04-16
477,Nike Mercurial Superfly 9 Club IC,Indoor Court Football Shoes,Nike,White/Pink Blast/Baltic Blue,64.95,64.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T06:01:13.231Z,0.0,2023-04-16
478,Nike SB Nyjah 3 PRM,Skate Shoes,Nike,Summit White/Tour Yellow/Lucky Green/Black,99.95,59.97,GB,True,2022-12-15T08:00:00.000Z,2023-04-06T22:26:22.131Z,39.980000000000004,2023-04-16
479,Jordan Play,Men's Slides,Jordan,True Blue/White,37.95,37.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T12:25:50.897Z,0.0,2023-04-16
480,Nike Waffle Debut,Men's Shoes,Nike Sportswear,Grey Fog/Light Smoke Grey/White/White,69.95,69.95,GB,True,2023-02-01T08:17:00.000Z,2023-04-12T18:20:39.584Z,0.0,2023-04-16
481,Nike Pegasus Trail 4,Men's Trail-Running Shoes,Nike,Dark Pony/Picante Red/Rush Fuchsia/Sail,124.95,124.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T12:51:44.274Z,0.0,2023-04-16
482,Nike Air Max Plus OG,Men's Shoes,Nike Sportswear,Varsity Red/Raspberry Red/Black/Gold,169.95,169.95,GB,True,2023-03-16T08:00:00.000Z,2023-04-11T22:30:19.289Z,0.0,2023-04-16
483,Nike Air Max 95 Ultra,Men's Shoes,Nike Sportswear,White/Wolf Grey/Photon Dust,169.95,169.95,GB,True,2023-04-04T07:00:00.000Z,2023-04-06T06:56:48.533Z,0.0,2023-04-16
484,Nike Air VaporMax 2021 Flyknit SE,Men's Shoes,Nike Sportswear,White/Yellow Ochre/University Red/Old Royal,204.95,204.95,GB,True,2023-02-23T08:00:00.000Z,2023-04-06T22:14:34.009Z,0.0,2023-04-16
485,Nike Gripknit Phantom GX Elite Dynamic Fit FG SE,Firm-Ground Football Boot,Nike,Citron Tint/Burgundy Crush,259.95,259.95,GB,True,2023-02-06T08:00:00.000Z,2023-04-06T06:55:42.072Z,0.0,2023-04-16
486,ISPA Mindbody,Men's Shoes,NikeLab,Olive Grey/Iron Grey/Wheatgrass/Palm Green,164.95,164.95,GB,True,2023-02-15T17:34:00.000Z,2023-04-06T06:00:08.452Z,0.0,2023-04-16
487,Nike Air Max 95,Men's Shoes,Nike Sportswear,Black/Anthracite/Metallic Silver,179.95,179.95,GB,True,2023-04-12T14:15:00.000Z,2023-04-12T14:23:17.641Z,0.0,2023-04-16
488,Nike Zoom Mercurial Vapor 15 Elite AG-Pro,Artificial-Grass Football Boot,Nike,Metallic Copper/Metallic Copper,234.95,234.95,GB,True,2022-11-07T08:00:00.000Z,2023-04-06T06:27:34.345Z,0.0,2023-04-16
489,Jordan Why Not .6,Men's Shoes,Jordan,Black/White/Metallic Gold,134.95,134.95,GB,True,2023-03-27T07:00:00.000Z,2023-04-10T04:27:27.892Z,0.0,2023-04-16
490,Air Jordan 1 Hi FlyEase,Men's Shoes,Jordan,Black/White/Wild Berry,164.95,164.95,GB,True,2023-01-23T00:00:00.000Z,2023-04-06T05:37:46.564Z,0.0,2023-04-16
491,LeBron XX,Basketball Shoes,Nike,Gym Red/Burgundy Crush/Black/University Red,199.95,199.95,GB,True,2023-02-09T08:00:00.000Z,2023-04-12T11:47:02.125Z,0.0,2023-04-16
492,LeBron XX,Basketball Shoes,Nike,Black/White/Pure Platinum/Metallic Gold,179.95,179.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-08T01:43:59.805Z,0.0,2023-04-16
493,Air Jordan 7 Retro SE,Men's Shoes,Jordan,Shimmer/Sapphire/Black,189.95,189.95,GB,True,2022-09-01T05:00:00.000Z,2023-04-06T05:59:38.576Z,0.0,2023-04-16
494,Nike SB Zoom Blazer Mid Premium Plus,Skate Shoes,Nike,Pilgrim/Phantom,99.95,59.97,GB,True,2022-11-12T08:00:00.000Z,2023-04-06T22:30:37.105Z,39.980000000000004,2023-04-16
495,Nike Air Force 1 '07 LV8 EMB,Men's Shoes,Nike Sportswear,Summit White/Blue Whisper/Football Grey/White,114.95,114.95,GB,True,2023-02-14T08:00:00.000Z,2023-04-12T14:42:00.347Z,0.0,2023-04-16
496,Nike LeBron 9 Low,Men's Shoes,Nike Sportswear,New Green/Action Red/White/Black,169.95,169.95,GB,True,2022-09-20T07:18:00.000Z,2023-04-06T06:22:26.539Z,0.0,2023-04-16
497,Nike Mercurial Vapor 15 Club TF,Turf Football Shoes,Nike,White/Pink Blast/Baltic Blue,54.95,54.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T06:00:43.875Z,0.0,2023-04-16
498,Nike Air More Uptempo,Men's Slides,Nike Sportswear,Black/Black/Clear/White,79.95,79.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-16T09:27:05.173Z,0.0,2023-04-16
499,Nike Zoom Vomero 5 SP,Men's Shoes,NikeLab,Anthracite/Black/Wolf Grey/Anthracite,144.95,144.95,GB,True,2023-01-23T15:43:00.000Z,2023-04-07T04:37:27.956Z,0.0,2023-04-16
500,Jordan Series Mid,Men's Shoes,Jordan,Cool Grey/Sail/University Red/Black,89.95,53.97,GB,True,2023-01-09T08:00:00.000Z,2023-04-12T14:43:09.407Z,35.980000000000004,2023-04-16
501,Air Jordan 11 Retro Low IE,Men's Shoes,Jordan,Light Orewood Brown/White/Cement Grey/Neutral Grey,164.95,82.47,GB,True,2022-09-19T11:49:00.000Z,2023-04-15T07:58:32.449Z,82.47999999999999,2023-04-16
502,Nike Air Max Plus Utility,Men's Shoes,Nike Sportswear,Medium Olive/Black,179.95,179.95,GB,True,2023-04-10T14:00:00.000Z,2023-04-12T12:37:27.069Z,0.0,2023-04-16
503,Nike Air Max 270 G,Golf Shoe,Nike,White/Pure Platinum/Black,134.95,134.95,GB,True,2020-12-13T23:00:00.000Z,2023-04-13T15:03:01.683Z,0.0,2023-04-16
504,Nike Air Max 90,Men's Shoes,Nike Sportswear,Black/Cool Grey/White,144.95,86.97,GB,True,2022-12-26T08:00:00.000Z,2023-04-08T05:43:01.224Z,57.97999999999999,2023-04-16
505,Nike Air Humara,Men's Shoes,Nike Sportswear,Silver/Midnight Navy/Black/Desert Bronze,144.95,144.95,GB,True,2023-03-29T16:23:00.000Z,2023-04-14T07:45:52.253Z,0.0,2023-04-16
506,Nike Dunk High Retro,Men's Shoes,Nike Sportswear,White/Light Iron Ore/Sand Drift/Pure Platinum,114.95,114.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T06:56:19.562Z,0.0,2023-04-16
507,Nike Air Force 1 '07 Fresh,Men's Shoes,Nike Sportswear,Black/Black/Black/Anthracite,124.95,124.95,GB,True,2022-10-07T13:10:00.000Z,2023-04-15T07:32:12.867Z,0.0,2023-04-16
508,Nike Zoom Rival,Athletics Multi-Event Spikes,Nike,White/Metallic Silver/Pure Platinum/Black,69.95,69.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T05:50:07.021Z,0.0,2023-04-16
509,Nike Air Max 90 LTR,Men's Shoes,Nike Sportswear,Pearl Pink/Baroque Brown/Picante Red/Baroque Brown,134.95,134.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-06T06:54:18.245Z,0.0,2023-04-16
510,Nike SB Force 58,Skate Shoes,Nike,Pink Bloom/Phantom/Gum Yellow/Mineral Teal,69.95,69.95,GB,True,2023-04-11T07:00:00.000Z,2023-04-11T07:53:34.540Z,0.0,2023-04-16
511,Nike Zoom Mercurial Vapor 15 Academy IC,Indoor Court Football Shoes,Nike,White/Pink Blast/Baltic Blue,74.95,74.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-16T09:51:17.956Z,0.0,2023-04-16
512,Nike Air Monarch IV,Men's Training Shoe,Nike,White/Cool Grey/Anthracite/White,69.95,69.95,GB,True,2022-07-01T10:26:00.000Z,2023-04-13T15:43:42.381Z,0.0,2023-04-16
513,Nike React Infinity 3 Premium,Men's Road Running Shoes,Nike,Phantom/Oatmeal/Citron Pulse/Ale Brown,164.95,164.95,GB,True,2023-02-02T08:00:00.000Z,2023-04-13T12:32:01.702Z,0.0,2023-04-16
514,Jordan 6 Rings,Men's Shoes,Jordan,White/Black/University Red,164.95,164.95,GB,True,2023-03-22T08:00:00.000Z,2023-04-09T08:13:10.786Z,0.0,2023-04-16
515,Nike Blazer Mid '77 SE,Men's Shoes,Nike Sportswear,Summit White/Phantom/Mica Green/White,99.95,99.95,GB,True,2023-02-14T08:00:00.000Z,2023-04-11T22:23:47.397Z,0.0,2023-04-16
516,NikeCourt Air Zoom Pro,Men's Clay Court Tennis Shoes,Nike,Gridiron/Mineral Teal/Bright Cactus/Sail,99.95,99.95,GB,True,2023-03-31T07:00:00.000Z,2023-04-06T06:32:21.875Z,0.0,2023-04-16
517,Jordan Delta 3 Low,Men's Shoes,Jordan,White/Barely Green/Mint Foam/Wolf Grey,124.95,74.97,GB,True,2023-01-16T08:00:00.000Z,2023-04-12T14:43:27.753Z,49.980000000000004,2023-04-16
518,Nike Air Max 97,Men's Shoes,Nike Sportswear,Black/Picante Red/Metallic Silver/Wolf Grey,169.95,118.97,GB,True,2023-01-12T09:00:00.000Z,2023-04-12T14:42:01.703Z,50.97999999999999,2023-04-16
519,Nike Air Tuned Max,Men's Shoe,Nike Sportswear,Black/Black/Metallic Silver/Black,154.95,84.97,GB,False,2021-11-01T08:00:00.000Z,2023-04-06T05:50:30.941Z,69.97999999999999,2023-04-16
520,Nike Tiempo Legend 9 Academy MG,Multi-Ground Football Boot,Nike,Barely Volt/Summit White/Volt,72.95,72.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-06T05:45:27.089Z,0.0,2023-04-16
521,Nike Offcourt,Men's Slides,Nike Sportswear,Dynamic Yellow/Paramount Blue/Green Spark/Coastal Blue,39.95,31.97,GB,True,2022-09-20T07:00:00.000Z,2023-04-06T06:41:50.744Z,7.980000000000004,2023-04-16
522,Nike Air Max Terrascape Plus,Men's Shoes,Nike Sportswear,Light Bone/Sea Coral/Vivid Orange/Velvet Brown,179.95,179.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T12:25:51.471Z,0.0,2023-04-16
523,Nike Blazer Mid '77 Vintage,Men's Shoes,Nike Sportswear,White/Coconut Milk/White/Picante Red,99.95,69.97,GB,True,2023-01-16T08:00:00.000Z,2023-04-06T05:34:01.877Z,29.980000000000004,2023-04-16
524,Nike Dunk High Retro,Men's Shoes,Nike Sportswear,Sail/Pure Platinum/Black/White,114.95,114.95,GB,True,2022-10-24T13:45:00.000Z,2023-04-06T06:49:36.770Z,0.0,2023-04-16
525,Nike Streakfly,Road Racing Shoes,Nike,White/Bright Crimson/Sail/Obsidian,144.95,144.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-06T22:04:26.046Z,0.0,2023-04-16
526,Tatum 1 'St. Louis',Basketball Shoes,Jordan,White/University Blue/University Gold/University Red,109.95,109.95,GB,True,2023-04-15T07:00:00.000Z,2023-04-11T12:22:12.888Z,0.0,2023-04-16
527,Nike Air Max 90 GTX,Men's Shoes,Nike Sportswear,Black/Cargo Khaki/Iron Grey/Tour Yellow,152.95,91.97,GB,True,2022-10-27T07:00:00.000Z,2023-04-12T14:35:11.427Z,60.97999999999999,2023-04-16
528,Nike Phantom GX Pro Dynamic Fit FG,Firm-Ground Football Boot,Nike,Baltic Blue/White/Laser Blue/Pink Blast,144.95,144.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-13T10:01:35.640Z,0.0,2023-04-16
529,Kyrie Low 5,Basketball Shoes,Nike,Dark Marina Blue/Black/Viotech/Pinksicle,104.95,83.97,GB,True,2023-03-01T13:27:00.000Z,2023-04-14T12:38:58.000Z,20.980000000000004,2023-04-16
530,Nike React HyperSet LE,Indoor Court Shoes,Nike,Black/Metallic Silver/Sunset Pulse/Metallic Dark Grey,123.95,77.97,GB,True,2022-12-22T08:00:00.000Z,2023-04-06T22:22:34.894Z,45.980000000000004,2023-04-16
531,Nike SB Blazer Low Pro GT Premium,Skate Shoes,Nike,Black/Black/Photon Dust/Safety Orange,74.95,74.95,GB,True,2022-11-01T08:00:00.000Z,2023-04-11T22:39:09.416Z,0.0,2023-04-16
